commentId,label_llm,label,channel_type,likeCount,video_title
Ugw_ncUx7HFWwQeuKtt4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwDQyl3zPKxqTFQbKp4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxNaZWnfX6okfx-ind4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxQmo8qMwzWrIRmfWV4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzF3TnUzZdVAZWcheR4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzZQruO6pelsEBPyE94AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzVibl4OSNC4kzHpfN4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxEdKmyGQGnkAe6hA14AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugw5UKqcGP3T77gP9554AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxxXaag_KejOfFDpqZ4AaABAg,POSITIVO,2,profissional,6,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwUONWUdITjZGA7nXJ4AaABAg,TANGENCIAL,1,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyB6_DPtmZXJIIPPnp4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx7XwB5_NCMGpDWcj54AaABAg,NEGATIVO,0,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzTQI-ovlKs0l5yvKd4AaABAg,NEGATIVO,0,profissional,5,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzVU5CS_fKbSblVBpJ4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzIMSDamD1Tgkoabgh4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgytJLGkpOepWsbivbp4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwQ24wIPXnlLHfSQjJ4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugz3KqBH0Pp-7YpJj5Z4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxX4ngsQU67gOBdkmN4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxeRdzIi2IiRswFu6N4AaABAg,NEGATIVO,0,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxtSjRzksZ5nd2claN4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzR8XqoeUD_uQDfCM54AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy1ZdBfJD9492jHLAl4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx6b5EvY2ulDTXWRYx4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzMXVkCxyn4Pl5SCTd4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyZmZy9uJL-NJEVaDx4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyRrSJBSABWVYHZo1Z4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx-BtXKQuKyLRF-3Ep4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugz8nUcPMNWCo08EMLh4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgylrYeLix2__yjIww14AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugyx4p2gbc2Dgt7ducN4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxrxYPThM95TuH1DdN4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugyk3_AF33bl8J98wlp4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgygQq5NY8irFF8GsCd4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzCEo4NqF4Hnyc4Q0R4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx8khYhKeOB9UFfgHZ4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxM3kzH0JIPIlPHjl94AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwvExjGQ4F58q6QW8F4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugz4cEI0LJXfUsiwfMh4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyYDs1BmvXU9elR2Ix4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxu5DCgTbtcdqJLSqx4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx03sCX8dvfiz64D6d4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwIDDcxmpIXp30wyRx4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzDvmMZKQuclCxWg9d4AaABAg,TANGENCIAL,1,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzEsuj919nwtqUcpdx4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxw6bpQYEK7KENvZHJ4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzLrx-5o24Lm8tJhg54AaABAg,TANGENCIAL,1,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxj8JLZwi1OUt8K8194AaABAg,POSITIVO,2,profissional,4,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxg3LWQjz9Ha6CHnoR4AaABAg,POSITIVO,2,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugzo3yn48_NMg9cZEwp4AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxDV3YCfqsNLNLNPH94AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxBMxvXCsry7IVPlRl4AaABAg,POSITIVO,2,profissional,7,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugzkc4_ZE5jHHHaaWUR4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwe-hxX-ff86K5Sq-R4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgykADvPGgcEgHCKwSB4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwYUXAiRNkeiMejoEJ4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyJsZ0Ij0tjakqGgdJ4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyqyrwTb5DKUU6H8vJ4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwj7jbvsLmf9ysk31l4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyDW16jwI6o3FyoWr14AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxaox3V0tnv5pISrtB4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx-oZnvVwVMz_hbSPh4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzeN3rVlUk-LuQ1h-R4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyrEvaADoiHSALKSwN4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy2YLYWPmgJgF82-zF4AaABAg,POSITIVO,2,profissional,4,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzXEWokeFKOZ_n_cpl4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyGNuk4s8f1OZTqcS54AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyLn2oOtWgT1qGAtZ94AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxiXtks1jfDofutRRB4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugz6JnieYmMoiCTok_h4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzrZE7Jgie2FfxROo14AaABAg,TANGENCIAL,1,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzMt_nWYg_Ee2CkMuZ4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyyntwkElnYHGMxO2J4AaABAg,TANGENCIAL,1,profissional,12,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy_yTtIghmWIY6kASV4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugzlt2_iWWLuj_qrF6x4AaABAg,POSITIVO,2,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwI8vKq5Fyf3pxW0YR4AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzcgEJ3rK8EnBVL_aN4AaABAg,POSITIVO,2,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxGvorY9svHmosY7994AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyrU08bhL4Ez9_3uJV4AaABAg,POSITIVO,2,profissional,4,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy4TS8xbuEkor2n5Mp4AaABAg,TANGENCIAL,1,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzuFxMV_kzIHle3LRZ4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxbkJvsl0km3da8Uop4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzOqQmwvK3YWXuoXlN4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwz0pp40lhCWn4Reml4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx-BAz-ASQPUNlrhE54AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugw148RFThIPoGXc9qx4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx0fxts36LFEk37-S94AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwX4L9F0BflnIRxd7Z4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwgjXtXFfDJyEgkThF4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy9X8wUfxI_jiGYO714AaABAg,NEGATIVO,0,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyBFXV6qyRQG7WK9V14AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyRq56-HqC-ZVtiEz14AaABAg,NEGATIVO,0,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyY5r1LC_TcBAn2F794AaABAg,TANGENCIAL,1,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxgf8BAX1LpaFCKzRN4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugz4XMOKj88vtpVj2Ed4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgymW5vHSvw5vBW1zTp4AaABAg,POSITIVO,2,profissional,10,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx5AJsGaK0jJDqDgyR4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwVGbvHj4EMfWK4_kF4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx-9J-wEDyoVLsMtrx4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyVc1rit5PxGhrxi4p4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzM4y_CAOLvB1utrdN4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxogdhoa0mXmtWTDIJ4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx2E582trLyvvhNZBJ4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzWQTH_pE-0WP-WVo14AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxHET0bdicIGF5GhoB4AaABAg,NEGATIVO,0,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy-SA5YNyA5Gbe-FIh4AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy6rlDQ5OoGksu35cp4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwjKEQfJMnyWdu7frh4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwjtd-bm99zrpNUEP54AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugyfb25luUYKISy1Rx14AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzAZAZ3MaUAhrIzqKp4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzchfzB7mJ09mQZIjx4AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwYfVMfVbolZvbOZXZ4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwo16tRY1sNpEFQjuN4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwM9vfpSsSCTH6flG54AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugx2o6nV4BN-oflOPgV4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzPnpnXeyeM1XXEDkJ4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwazI8hF0aVEu6XfGt4AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxCiXy5aBAlSKyzCTV4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxajlLt2JOeoqOIt414AaABAg,NEGATIVO,0,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzMejwLRcnH-HF3G054AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxMDeNXDkQkcpOXoU94AaABAg,POSITIVO,2,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwFDWGn08fcwJxNQLh4AaABAg,TANGENCIAL,1,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxCEa-xvjjEjUzXoUh4AaABAg,POSITIVO,2,profissional,20,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwIFcwvt0bvblROMGx4AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwKa9yT8-rn3VB3sxN4AaABAg,TANGENCIAL,1,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugy3rgp8tSx9Oke0gCJ4AaABAg,POSITIVO,2,profissional,4,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzWM_NZjawtWxgFa_h4AaABAg,TANGENCIAL,1,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugw-QWvvfPIEaiCmZnd4AaABAg,POSITIVO,2,profissional,43,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzX9FRtYoSQp-ZSQjJ4AaABAg,POSITIVO,2,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyNb9sJ55JKRipAwat4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyuZmDaWd2ur3NJNVN4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwb6IdBSf6oMluida14AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwfOY074TKF3GfU-fh4AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugyck1i-3shZusOI4KN4AaABAg,POSITIVO,2,profissional,44,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugybma1-8M-FyWqqiDR4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwp0tHdmr3cWn_UQGN4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgyY0b1B3IIOgBWVAsh4AaABAg,TANGENCIAL,1,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxLP7XWBm5yEt0Xz8t4AaABAg,TANGENCIAL,1,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxSMPeQcb5iXJUwKzx4AaABAg,TANGENCIAL,1,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugxq-V2dwSmM92DzspV4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxAa49foiZqN5LSimh4AaABAg,NEGATIVO,0,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwYLw_PR6GDt1EcUjF4AaABAg,TANGENCIAL,1,profissional,11,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugzha6J0r5BI52SPpFB4AaABAg,TANGENCIAL,1,profissional,1,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgzraTc5zhOrbzUyOBh4AaABAg,POSITIVO,2,profissional,4,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgykWc5Zwnoql-ulm194AaABAg,POSITIVO,2,profissional,5,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwPhzi3WUtXRyhbJzp4AaABAg,POSITIVO,2,profissional,2,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgxnyWPvRRQabJZHAsh4AaABAg,NEGATIVO,0,profissional,0,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugwqb9-DwhL3e-Y3t-d4AaABAg,POSITIVO,2,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
Ugyl8bLipaOqFeRHqW54AaABAg,POSITIVO,2,profissional,10,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
UgwyEbwZvswZvii1Hd94AaABAg,POSITIVO,2,profissional,3,"Espinosa, o principal filósofo português? | Leandro Karnal e José Rodrigues dos Santos"
